45.3;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
45.4;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
45.5;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
45.6;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
45.7;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
45.8;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
45.9;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
46.1;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
46.2;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
46.3;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
46.4;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
46.7;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
46.8;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
46.9;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
47;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
47.2;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
47.3;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
47.4;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
47.7;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
47.8;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
47.9;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
48.1;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
48.2;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
48.3;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
48.5;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
48.6;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
48.7;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
48.9;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
49;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
49.1;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
49.2;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
49.4;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
49.5;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
49.6;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
49.7;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
50.2;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
50.5;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
50.8;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
51.5;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
52.1;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
52.2;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
52.5;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
53.5;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
53.7;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
54;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
54.3;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
54.6;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
54.7;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
54.9;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
55.8;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
56.4;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
56.6;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
56.7;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
57.7;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
61.1;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
61.5;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
69.7;[40.0, 250.0[;[30.0, 250.0[;[30.0, 250.0[;[5.0, 250.0[;*
null;NULL;NULL;NULL;NULL;*
